geometry,Crime Type:,Occurrence Date/Time:,Location:,City:,Neighbourhood:,Prevention Tips:,Victim's Guide:
"X: 491834.3586, Y: 5459287.6725, Z: NaN",Break and Enter Commercial,2026-04-08T05:43:00.0000000,2XX GRANVILLE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/business/,
"X: 492789.5897, Y: 5458333.1549, Z: NaN",Break and Enter Commercial,2026-04-11T00:05:00.0000000,2XX UNION ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/business/,
"X: 491663.8933, Y: 5456017.4062, Z: NaN",Break and Enter Commercial,2026-04-05T07:34:00.0000000,4XX W 16TH AVE,VAN,Riley Park,https://vpd.ca/crime-prevention-safety/business/,
"X: 491581.5587, Y: 5453325.3821, Z: NaN",Break and Enter Commercial,2026-04-12T01:53:00.0000000,4XX W 42ND AVE,VAN,Oakridge,https://vpd.ca/crime-prevention-safety/business/,
"X: 496975.9531, Y: 5459622.1173, Z: NaN",Break and Enter Commercial,2026-04-14T18:51:00.0000000,30XX WALL ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/business/,
"X: 490433.3648, Y: 5456443.4703, Z: NaN",Break and Enter Commercial,2026-04-12T12:23:00.0000000,ALDER ST / W 12TH AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/business/,
"X: 494585.6899, Y: 5457630.8334, Z: NaN",Break and Enter Residential/Other,2026-04-08T13:31:00.0000000,14XX GRANT ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 493068.3246, Y: 5458733.2572, Z: NaN",Break and Enter Residential/Other,2026-04-09T10:00:00.0000000,4XX E HASTINGS ST,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/home-security/,https://vpd.ca/report-a-crime/break-and-enter/
"X: 491181.9337, Y: 5458347.7606, Z: NaN",Mischief,2026-04-07T17:04:00.0000000,10XX RICHARDS ST,VAN,Central Business District,,
"X: 490729.6302, Y: 5458622.1395, Z: NaN",Mischief,2026-04-02T09:47:00.0000000,10XX BURRARD ST,VAN,West End,,
"X: 490574.3107, Y: 5458747.2468, Z: NaN",Mischief,2026-04-08T21:52:00.0000000,11XX THURLOW ST,VAN,West End,,
"X: 490459.4485, Y: 5459553.2696, Z: NaN",Mischief,2026-04-03T01:48:00.0000000,15XX ROBSON ST,VAN,West End,,
"X: 491355.2596, Y: 5460631.8938, Z: NaN",Mischief,2026-04-06T06:30:00.0000000,15XX STANLEY PARK DR,VAN,Stanley Park,,
"X: 489722.9954, Y: 5451667.1703, Z: NaN",Mischief,2026-04-03T20:30:00.0000000,15XX W 59TH AVE,VAN,Marpole,,
"X: 494716.9576, Y: 5458314.3773, Z: NaN",Mischief,2026-04-08T01:20:00.0000000,16XX ADANAC ST,VAN,Grandview-Woodland,,
"X: 495718.7969, Y: 5454375.9535, Z: NaN",Mischief,2026-04-07T17:00:00.0000000,22XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,,
"X: 489913.3765, Y: 5459647.8294, Z: NaN",Mischief,2026-04-15T06:53:00.0000000,18XX NELSON ST,VAN,West End,,
"X: 495458.6349, Y: 5454034.5285, Z: NaN",Mischief,2026-04-09T03:53:00.0000000,21XX E 34TH AVE,VAN,Kensington-Cedar Cottage,,
"X: 495428.667, Y: 5454581.4527, Z: NaN",Mischief,2026-04-03T20:43:00.0000000,21XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,,
"X: 494915.7131, Y: 5456511.9169, Z: NaN",Mischief,2026-04-07T18:59:00.0000000,26XX COMMERCIAL DR,VAN,Kensington-Cedar Cottage,,
"X: 486116.6778, Y: 5457633.8457, Z: NaN",Mischief,2026-04-02T18:58:00.0000000,39XX POINT GREY RD,VAN,West Point Grey,,
"X: 492237.1355, Y: 5458911.0666, Z: NaN",Mischief,2026-04-11T22:20:00.0000000,3XX ABBOTT ST,VAN,Central Business District,,
"X: 491796.3944, Y: 5458737.8055, Z: NaN",Mischief,2026-04-04T07:35:00.0000000,3XX DUNSMUIR ST,VAN,Central Business District,,
"X: 491796.3944, Y: 5458737.8055, Z: NaN",Mischief,2026-04-10T00:12:00.0000000,3XX DUNSMUIR ST,VAN,Central Business District,,
"X: 491796.3944, Y: 5458737.8055, Z: NaN",Mischief,2026-04-14T09:06:00.0000000,3XX DUNSMUIR ST,VAN,Central Business District,,
"X: 492789.5897, Y: 5458333.1549, Z: NaN",Mischief,2026-04-14T04:36:00.0000000,2XX UNION ST,VAN,Strathcona,,
"X: 494011.0548, Y: 5458795.4621, Z: NaN",Mischief,2026-04-06T17:39:00.0000000,3XX RAYMUR AVE,VAN,Strathcona,,
"X: 491735.3322, Y: 5457291.7416, Z: NaN",Mischief,2026-04-04T05:08:00.0000000,3XX W 1ST AVE,VAN,Mount Pleasant,,
"X: 492275.7171, Y: 5458684.0001, Z: NaN",Mischief,2026-04-06T02:00:00.0000000,5X W PENDER ST,VAN,Central Business District,,
"X: 492168.9228, Y: 5458624.7107, Z: NaN",Mischief,2026-04-15T07:00:00.0000000,5XX ABBOTT ST,VAN,Central Business District,,
"X: 494392.3465, Y: 5458620.4177, Z: NaN",Mischief,2026-04-10T04:00:00.0000000,5XX CLARK DR,VAN,Grandview-Woodland,,
"X: 493212.4141, Y: 5458824.3843, Z: NaN",Mischief,2026-04-11T13:13:00.0000000,5XX E CORDOVA ST,VAN,Strathcona,,
"X: 491898.4879, Y: 5458798.762, Z: NaN",Mischief,2026-04-14T22:35:00.0000000,5XX HAMILTON ST,VAN,Central Business District,,
"X: 491759.3721, Y: 5459080.529, Z: NaN",Mischief,2026-04-13T09:06:00.0000000,4XX SEYMOUR ST,VAN,Central Business District,,
"X: 491544.399, Y: 5450854.9089, Z: NaN",Mischief,2026-04-11T05:55:00.0000000,4XX SW MARINE DR,VAN,Marpole,,
"X: 491773.6861, Y: 5456785.9918, Z: NaN",Mischief,2026-04-04T22:00:00.0000000,4XX W 8TH AVE,VAN,Mount Pleasant,,
"X: 491696.4175, Y: 5456725.5001, Z: NaN",Mischief,2026-04-04T19:02:00.0000000,4XX W BROADWAY AVE,VAN,Mount Pleasant,,
"X: 491998.3438, Y: 5459039.6194, Z: NaN",Mischief,2026-04-04T05:44:00.0000000,4XX W CORDOVA ST,VAN,Central Business District,,
"X: 491574.1489, Y: 5452432.2771, Z: NaN",Mischief,2026-04-04T23:00:00.0000000,66XX TURNBERRY CRES,VAN,Oakridge,,
"X: 494067.4921, Y: 5452293.3981, Z: NaN",Mischief,2026-04-07T01:22:00.0000000,67XX SHERBROOKE ST,VAN,Sunset,,
"X: 495198.9242, Y: 5452009.7847, Z: NaN",Mischief,2026-04-10T11:38:00.0000000,69XX VICTORIA DR,VAN,Victoria-Fraserview,,
"X: 492293.7194, Y: 5458890.667, Z: NaN",Mischief,2026-04-07T06:30:00.0000000,6X W CORDOVA ST,VAN,Central Business District,,
"X: 491437.7304, Y: 5458462.7554, Z: NaN",Mischief,2026-04-15T00:25:00.0000000,8XX HOMER ST,VAN,Central Business District,,
"X: 491065.7488, Y: 5458810.6018, Z: NaN",Mischief,2026-04-03T06:21:00.0000000,8XX HORNBY ST,VAN,Central Business District,,
"X: 491062.837, Y: 5458525.1898, Z: NaN",Mischief,2026-04-07T01:08:00.0000000,9XX GRANVILLE ST,VAN,Central Business District,,
"X: 492726.7903, Y: 5458223.8329, Z: NaN",Mischief,2026-04-06T14:00:00.0000000,9XX MAIN ST,VAN,Central Business District,,
"X: 490480.2179, Y: 5457941.0996, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490522.4722, Y: 5458409.2674, Z: NaN",Offence Against a Person,2026-04-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,West End,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491232.2481, Y: 5458098.4011, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492166.8309, Y: 5458270.2948, Z: NaN",Offence Against a Person,2026-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492280.9961, Y: 5458528.5278, Z: NaN",Offence Against a Person,2026-04-04T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 495629.3099, Y: 5456917.7653, Z: NaN",Offence Against a Person,2026-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 495660.6854, Y: 5459421.4596, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 495793.8523, Y: 5458814.2633, Z: NaN",Offence Against a Person,2026-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 488210.0657, Y: 5457879.7954, Z: NaN",Offence Against a Person,2026-04-09T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 488715.2724, Y: 5457381.357, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497168.0399, Y: 5451218.6885, Z: NaN",Offence Against a Person,2026-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 497204.6429, Y: 5451777.0629, Z: NaN",Offence Against a Person,2026-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Killarney,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490878.3302, Y: 5456636.0144, Z: NaN",Offence Against a Person,2026-04-12T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490878.3302, Y: 5456636.0144, Z: NaN",Offence Against a Person,2026-04-13T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Fairview,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 490929.7055, Y: 5454455.1106, Z: NaN",Offence Against a Person,2026-04-07T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,South Cambie,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 493057.2855, Y: 5458620.9987, Z: NaN",Offence Against a Person,2026-04-10T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Strathcona,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492318.8587, Y: 5458667.7163, Z: NaN",Offence Against a Person,2026-04-05T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2026-04-03T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492280.9961, Y: 5458528.5278, Z: NaN",Offence Against a Person,2026-04-11T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 492435.0961, Y: 5458963.1141, Z: NaN",Offence Against a Person,2026-04-15T07:00:00.0000000,OFFSET TO PROTECT PRIVACY,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/personal-safety/,
"X: 491087.1035, Y: 5459191.5547, Z: NaN",Other Theft,2026-04-12T05:44:00.0000000,10XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490696.5731, Y: 5455155.4751, Z: NaN",Other Theft,2026-04-03T02:50:00.0000000,10XX W KING EDWARD AVE,VAN,Shaughnessy,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490933.9299, Y: 5459246.1351, Z: NaN",Other Theft,2026-04-10T21:16:00.0000000,11XX ALBERNI ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490951.5114, Y: 5459241.8337, Z: NaN",Other Theft,2026-04-05T21:46:00.0000000,11XX ALBERNI ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490952.6266, Y: 5459240.7531, Z: NaN",Other Theft,2026-04-07T22:00:00.0000000,11XX ALBERNI ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490795.6407, Y: 5459232.6988, Z: NaN",Other Theft,2026-04-11T03:30:00.0000000,11XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490346.8568, Y: 5458842.2591, Z: NaN",Other Theft,2026-04-04T03:50:00.0000000,11XX BUTE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494563.7471, Y: 5458727.4016, Z: NaN",Other Theft,2026-04-04T03:33:00.0000000,14XX E HASTINGS ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494563.7471, Y: 5458727.4016, Z: NaN",Other Theft,2026-04-12T04:10:00.0000000,14XX E HASTINGS ST,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494474.8013, Y: 5455089.566, Z: NaN",Other Theft,2026-04-11T23:13:00.0000000,14XX E KING EDWARD AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490650.5904, Y: 5458254.6229, Z: NaN",Other Theft,2026-04-11T11:00:00.0000000,12XX HOWE ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489871.1197, Y: 5459223.3048, Z: NaN",Other Theft,2026-04-06T15:27:00.0000000,16XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489871.1197, Y: 5459223.3048, Z: NaN",Other Theft,2026-04-13T16:36:00.0000000,16XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489904.2437, Y: 5459190.2393, Z: NaN",Other Theft,2026-04-11T17:23:00.0000000,16XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489904.2437, Y: 5459190.2393, Z: NaN",Other Theft,2026-04-13T19:41:00.0000000,16XX DAVIE ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494900.7102, Y: 5456693.1563, Z: NaN",Other Theft,2026-04-04T23:12:00.0000000,16XX E 8TH AVE,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490240.3285, Y: 5459772.5365, Z: NaN",Other Theft,2026-04-05T03:54:00.0000000,17XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490240.3285, Y: 5459772.5365, Z: NaN",Other Theft,2026-04-14T22:30:00.0000000,17XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490240.3285, Y: 5459772.5365, Z: NaN",Other Theft,2026-04-15T01:18:00.0000000,17XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490240.3285, Y: 5459772.5365, Z: NaN",Other Theft,2026-04-16T00:48:00.0000000,17XX ROBSON ST,VAN,West End,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489429.7872, Y: 5456775.6261, Z: NaN",Other Theft,2026-04-06T04:27:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489429.7872, Y: 5456775.6261, Z: NaN",Other Theft,2026-04-13T04:41:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489429.7872, Y: 5456775.6261, Z: NaN",Other Theft,2026-04-15T03:09:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489429.7872, Y: 5456775.6261, Z: NaN",Other Theft,2026-04-16T04:40:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 489431.9432, Y: 5456775.5666, Z: NaN",Other Theft,2026-04-06T01:40:00.0000000,17XX W BROADWAY AVE,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494939.2888, Y: 5457604.3799, Z: NaN",Other Theft,2026-04-10T00:50:00.0000000,15XX COMMERCIAL DR,VAN,Grandview-Woodland,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 494922.8426, Y: 5456615.8396, Z: NaN",Other Theft,2026-04-15T18:35:00.0000000,17XX E BROADWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488915.3875, Y: 5456379.5967, Z: NaN",Other Theft,2026-04-12T07:00:00.0000000,20XX W 13TH AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488894.7179, Y: 5456790.2995, Z: NaN",Other Theft,2026-04-07T20:50:00.0000000,20XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488894.7179, Y: 5456790.2995, Z: NaN",Other Theft,2026-04-10T22:28:00.0000000,20XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488894.7179, Y: 5456790.2995, Z: NaN",Other Theft,2026-04-11T03:34:00.0000000,20XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495428.667, Y: 5454581.4527, Z: NaN",Other Theft,2026-04-03T20:43:00.0000000,21XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495480.4627, Y: 5454554.7529, Z: NaN",Other Theft,2026-04-09T22:21:00.0000000,21XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488843.4823, Y: 5455092.3059, Z: NaN",Other Theft,2026-04-06T14:15:00.0000000,21XX LAHB AVE,VAN,Arbutus Ridge,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488843.4823, Y: 5455092.3059, Z: NaN",Other Theft,2026-04-08T15:23:00.0000000,21XX LAHB AVE,VAN,Arbutus Ridge,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488843.4823, Y: 5455092.3059, Z: NaN",Other Theft,2026-04-08T19:17:00.0000000,21XX LAHB AVE,VAN,Arbutus Ridge,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 490093.5526, Y: 5456747.5201, Z: NaN",Other Theft,2026-04-14T03:42:00.0000000,25XX HEMLOCK ST,VAN,Fairview,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 496259.4176, Y: 5459110.8028, Z: NaN",Other Theft,2026-04-09T19:58:00.0000000,26XX DUNDAS ST,VAN,Hastings-Sunrise,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495509.516, Y: 5454533.615, Z: NaN",Other Theft,2026-04-10T01:09:00.0000000,22XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 495520.2662, Y: 5454514.9571, Z: NaN",Other Theft,2026-04-04T23:39:00.0000000,22XX KINGSWAY AVE,VAN,Kensington-Cedar Cottage,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488645.5773, Y: 5456797.1959, Z: NaN",Other Theft,2026-04-14T22:43:00.0000000,22XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488646.899, Y: 5456797.1597, Z: NaN",Other Theft,2026-04-02T15:36:00.0000000,22XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488646.899, Y: 5456797.1597, Z: NaN",Other Theft,2026-04-07T01:41:00.0000000,22XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 488646.899, Y: 5456797.1597, Z: NaN",Other Theft,2026-04-12T22:19:00.0000000,22XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 487450.5722, Y: 5456830.3188, Z: NaN",Other Theft,2026-04-09T03:09:00.0000000,30XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 487450.5722, Y: 5456830.3188, Z: NaN",Other Theft,2026-04-10T23:15:00.0000000,30XX W BROADWAY AVE,VAN,Kitsilano,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 497304.9381, Y: 5454836.7436, Z: NaN",Other Theft,2026-04-02T18:29:00.0000000,31XX E 27TH AVE,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-05T02:28:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-10T14:14:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-12T16:54:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-12T23:20:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-13T03:36:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-14T17:24:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 498073.3815, Y: 5456160.7117, Z: NaN",Other Theft,2026-04-14T17:28:00.0000000,35XX GRANDVIEW HWY,VAN,Renfrew-Collingwood,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492821.9728, Y: 5453353.7812, Z: NaN",Other Theft,2026-04-07T17:32:00.0000000,3XX E 41ST AVE,VAN,Sunset,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492933.9023, Y: 5456669.3903, Z: NaN",Other Theft,2026-04-06T00:34:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 492933.9023, Y: 5456669.3903, Z: NaN",Other Theft,2026-04-06T20:49:00.0000000,3XX E BROADWAY AVE,VAN,Mount Pleasant,https://vpd.ca/crime-prevention-safety/property-theft/,
"X: 491651.5374, Y: 5458615.1804, Z: NaN",Other Theft,2026-04-09T17:20:00.0000000,3XX W GEORGIA ST,VAN,Central Business District,https://vpd.ca/crime-prevention-safety/property-theft/,
